恒大世纪广场  精装修   看房方便  业主诚心出售,恒大世纪广场,西客站,3室1厅 ,109.0, 南 北 , 精装 ,27, 板楼,2,11,1550000.0,"14,221元/平",VR看装修 随时看房 
房龄新  融创物业   小区环境好    方便一家三代居住,剑桥府邸,腊山,3室2厅 ,110.79, 北 南 , 精装 ,33, 板楼,60, 9个月以前发布,1450000.0,"13,088元/平",近地铁 VR看装修 房本满两年 随时看房 
此房户型方正，视野好，出行便利，社区成熟。,荣祥花园,腊山,3室1厅 ,99.62, 南 , 精装 ,22, 板楼,6, 7个月以前发布,1250000.0,"12,548元/平",近地铁 VR房源 房本满五年 随时看房 
泉城花园  多层 有证  可贷款  户型方正,泉城花园,匡山区,3室1厅 ,86.85, 南 北 , 简装 ,6, 板楼,5, 一年前发布,1370000.0,"15,775元/平",VR看装修 房本满两年 随时看房 
经十路单位宿舍 正规大院 两室朝阳 南北通透 看房方便,机车新村四街,段店,3室2厅 ,80.69, 南 北 , 简装 ,6, 板楼,2, 一年前发布,1120000.0,"13,881元/平",VR看装修 房本满五年 随时看房 
鑫苑世家公馆 4室2厅 南 北,鑫苑世家公馆,西客站,4室2厅 ,111.0, 南 北 , 其他 ,33, 板楼,1, 4个月以前发布,1890000.0,"17,028元/平",VR看装修 房本满两年 随时看房 
南北通透 精装二室 房主诚心出售 随时看房,外海中央花园二期,腊山,2室2厅 ,96.33, 南 北 , 精装 ,27, 板楼,0,3,1400000.0,"14,534元/平",VR房源 随时看房 
仪表厂宿舍，小三居，南北通透，看房有钥匙,仪表厂,段店,3室1厅 ,75.08, 南 北 , 简装 ,5, 板楼,10, 一年前发布,680000.0,"9,058元/平",VR看装修 房本满两年 随时看房 
营市西街上营东1楼天然气2室朝阳院50平,营市西街,营市街,3室1厅 ,80.59, 南 , 其他 ,3, 板楼,2,3,1200000.0,"14,891元/平",VR房源 房本满两年 随时看房 
刘长山路 绿地国际花都 带露台 精装三居,绿地国际花都,腊山,3室2厅 ,144.78, 南 北 , 精装 ,33, 板楼,56, 一年前发布,1760000.0,"12,157元/平",近地铁 VR房源 房本满五年 随时看房 
房子双气，采光好位置好，出行交通方便，成熟社区.,泉城花园,匡山区,2室1厅 ,74.24, 南 , 其他 ,7, 板楼,1,2,980000.0,"13,201元/平",VR房源 随时看房 
经五路 省立医院 视野宽阔 采光充足 交通便利。,省立医院三宿舍,省立医院,2室1厅 ,67.0, 南 北 , 精装 ,5, 板楼,0,1,960000.0,"14,329元/平",VR看装修 随时看房 
阳光100五期紧凑三居室+精装修+总价低+户型方正,阳光100国际新城K区,阳光100区,3室1厅 ,103.06, 南 , 精装 ,33, 板楼,8,23,1750000.0,"16,981元/平",VR看装修 房本满两年 
绿地国际花都 小高层 公摊低 南北通透  双阳台,绿地国际花都,腊山,3室2厅 ,105.49, 南 北 , 精装 ,18, 板楼,2,20,1450000.0,"13,746元/平",近地铁 VR看装修 房本满五年 
地铁R1+R2线，成熟社区，小高层，有车位和地下室,绿地泉景园,腊山,2室2厅 ,87.09, 南 北 , 精装 ,18, 板楼,2,21,1150000.0,"13,205元/平",近地铁 VR看装修 房本满两年 
凯旋新城东区、两室两厅、双气、有房产证,凯旋新城东区,南辛庄,2室2厅 ,80.86, 南 , 简装 ,11, 板楼,1,23,1700000.0,"21,024元/平",VR看装修 房本满五年 
正南向，中间户型，精装修，证满两年,绿地国际花都,腊山,2室2厅 ,91.27, 南 , 精装 ,21, 板楼,2,19,1070000.0,"11,724元/平",近地铁 VR看装修 房本满五年 
绿地国际花都  全明户型三居室，单价合适，诚心出售,绿地国际花都,腊山,3室1厅 ,102.96, 南 北 , 简装 ,27, 板楼,8,31,1180000.0,"11,461元/平",近地铁 VR看装修 房本满两年 
采光很好，一楼很方便，交通便利,丰润怡邻居,南辛庄,2室2厅 ,80.82, 南 , 其他 ,14, 板塔结合,1,25,1250000.0,"15,467元/平",VR看装修 房本满五年 
阳光100一期户型方正+河景房+带地下室+随时看房,阳光100国际新城C区,阳光100区,3室2厅 ,139.07, 东南 , 简装 ,16, 板塔结合,9,24,2200000.0,"15,820元/平",VR房源 房本满两年 
此房精装婚房，两室两厅，户型方正，成熟社区配套完善,荣祥花园,腊山,2室2厅 ,106.33, 南 北 , 精装 ,22, 板楼,2,30,1280000.0,"12,038元/平",近地铁 VR看装修 房本满五年 
户型格局好，精装修，带地下室，中间楼层。,卢浮公馆,西市场,3室2厅 ,137.81, 北 南 , 精装 ,33, 板楼,0,18,3150000.0,"22,858元/平",VR看装修 房本满五年 
煤炭局宿舍 一楼 带小院 2室朝阳,张庄路104号,中大槐树,3室1厅 ,84.82, 南 北 , 简装 ,5, 板楼,3,23,1200000.0,"14,148元/平",VR房源 房本满五年 
八里桥小区东区不是顶楼，通透格局，带小房诚心卖，，,八里桥小区东区,匡山区,2室2厅 ,90.17, 南 北 , 精装 ,6, 板楼,2,16,1120000.0,"12,421元/平",近地铁 VR看装修 房本满五年 
金科城，带产权车位，两室两厅毛坯未住，诚心出售,金科城,西客站,2室2厅 ,85.09, 南 , 毛坯 ,33, 板楼,0,24,1250000.0,"14,691元/平",VR看装修 房本满两年 
此房为南向两室 全明户型 中间楼层 采光好 ，满二,绿地中央广场三区,西客站,2室2厅 ,92.8, 南 , 简装 ,31, 板楼,2,20,1200000.0,"12,932元/平",近地铁 VR看装修 房本满两年 
证满两年，精装修，看房方便，有车位，房主诚意出售,金科城,西客站,2室2厅 ,85.66, 南 , 精装 ,33, 板楼,12,17,1180000.0,"13,776元/平",近地铁 VR看装修 房本满两年 
槐荫区  金科城 双地铁 精装修 方正两居 楼层采光好,金科城,西客站,2室1厅 ,86.08, 南 北 , 精装 ,26, 板楼,2,27,1200000.0,"13,941元/平",近地铁 VR看装修 房本满两年 
经十路，金科城精装修三室，业主诚心出售,金科城,西客站,3室2厅 ,102.33, 南 , 精装 ,33, 板楼,3,23,1490000.0,"14,561元/平",VR看装修 房本满两年 
满五唯一 中楼层 南北通透 有地下室,美里新居,美里湖,2室1厅 ,76.47, 南 北 , 简装 ,7, 板楼,1,26,990000.0,"12,947元/平",VR房源 房本满五年 
弘阳广场西，经典两室，证满二，高楼层，带地下室,荣宝御园,西客站,2室1厅 ,95.27, 南 , 简装 ,23, 板楼,14,20,1050000.0,"11,022元/平",近地铁 VR看装修 房本满两年 
向阳户型+双车位出售+证满两年+精装修+大地下室,中建锦绣城,西客站,2室1厅 ,90.77, 南 北 , 精装 ,33, 板楼,3,15,1200000.0,"13,221元/平",近地铁 VR看装修 房本满两年 
地下室房产证体现7.73平，阳台面积虚线可测绘，楼层好,匡山小区,匡山区,2室2厅 ,79.39, 南 , 精装 ,6, 板楼,1,22,1000000.0,"12,597元/平",VR看装修 房本满五年 
店长推荐  舜承苑新上好房  双气房龄新,舜承苑,南辛庄,2室2厅 ,103.37, 南 北 , 简装 ,6, 板楼,1,24,1550000.0,"14,995元/平",VR房源 房本满五年 
【店长推荐】西客站 精装婚房三居 南北通透 品牌家居,梦世界润园,世购,3室2厅 ,93.21, 南 北 , 精装 ,33, 板楼,3,18,1420000.0,"15,235元/平",VR看装修 房本满两年 
槐荫街营市西街站牌处槐苑小区营东带小房,槐荫街,营市街,2室2厅 ,86.37, 南 , 其他 ,7, 板楼,0,12,1350000.0,"15,631元/平",VR看装修 房本满五年 
中间楼层 人车分流 采光刺眼 小高层 诚心卖,东方新天地,西市场,3室1厅 ,116.33, 南 北 , 其他 ,18, 板塔结合,8,13,1500000.0,"12,895元/平",VR房源 房本满五年 
机车新村小三居，南北通透，出行经十路,机车新村四街,段店,3室1厅 ,69.09, 南 北 , 其他 ,6, 板楼,0,14,790000.0,"11,435元/平",VR看装修 房本满五年 
店长力荐-西客站锦绣城三室证满五年精装婚房采光好,中建锦绣城,西客站,3室2厅 ,122.79, 南 北 , 其他 ,30, 板楼,0,13,1800000.0,"14,660元/平",VR看装修 房本满五年 
艾菲尔花园双气精装9楼南北采光好带地下室,艾菲尔花园,营市街,2室2厅 ,126.15, 南 , 其他 ,11, 板楼,3,11,1460000.0,"11,574元/平",VR房源 房本满五年 
地铁口 世购旁 距离世购300米 起降杆大院可停车,公交花园,腊山,2室2厅 ,100.32, 南 北 , 其他 ,7, 板楼,3,14,1230000.0,"12,261元/平",近地铁 VR看装修 房本满五年 
省立医院北门 单位宿舍 南北通透两室 采光好看房方便,机电设备宿舍,省立医院,2室2厅 ,83.15, 南 北 , 精装 ,6, 板楼,0,12,1120000.0,"13,470元/平",VR看装修 房本满两年 
恒大精装两室，次新房楼层好采光好，视野开阔。,恒大金碧新城,西客站,2室1厅 ,87.05, 南 北 , 其他 ,27, 板楼,1,3,1230000.0,"14,130元/平",VR看装修 随时看房 
卢浮公馆近省立医院西市场和谐广场纬十二路南北通透,卢浮公馆,西市场,3室2厅 ,138.57, 南 北 , 简装 ,33, 板楼,21, 一年前发布,2800000.0,"20,207元/平",VR房源 房本满两年 随时看房 
泉城花园 三居室 东户 中间楼层 采光好有地下室有车位,泉城花园,匡山区,3室2厅 ,120.05, 南 北 , 简装 ,12, 板楼,12, 6个月以前发布,1780000.0,"14,828元/平",VR看装修 房本满五年 随时看房 
三室两厅好楼层！精装修！卢浮公馆省立医院商圈！,卢浮公馆,西市场,3室2厅 ,118.25, 南 北 , 精装 ,33, 板楼,12, 一年前发布,2550000.0,"21,565元/平",VR看装修 房本满五年 随时看房 
高楼层 采光好，成熟社区 地段繁华 全明户型,连城水岸,段店,3室2厅 ,144.45, 南 , 简装 ,18, 板楼,8, 一年前发布,2100000.0,"14,538元/平",VR看装修 房本满五年 随时看房 
省立医院西市场 海右重华 大户型 采光好 电梯房双气,海右重华,省立医院,3室2厅 ,147.49, 南 , 其他 ,32, 板楼,16, 一年前发布,2990000.0,"20,273元/平",VR看装修 房本满五年 随时看房 
满五年，有地下室，无抵押。简装。,铁配路7号,段店,2室2厅 ,110.79, 南 北 , 简装 ,6, 板楼,7, 一年前发布,1110000.0,"10,019元/平",VR看装修 房本满五年 随时看房 
中建锦绣城  高楼层  满两年  采光充足  户型方正,中建锦绣城,西客站,2室2厅 ,90.77, 南 , 其他 ,33, 板楼,4, 7个月以前发布,1200000.0,"13,221元/平",近地铁 VR看装修 房本满两年 随时看房 
户型通透，小高层设计，改善选择，着急卖房,西城济水上苑,西客站,3室2厅 ,141.85, 南 , 毛坯 ,18, 板楼,19, 3个月以前发布,1860000.0,"13,113元/平",VR看装修 房本满两年 随时看房 
经十路沿线，公园旁，小区配套成熟，设施齐全,机车新村五街,段店,3室1厅 ,76.13, 南 北 , 简装 ,6, 板楼,0,7,920000.0,"12,085元/平",VR看装修 随时看房 
绿地国际花都  四室两厅两卫  复式  带露台 证满五年,绿地国际花都,腊山,4室2厅 ,141.52, 南 , 简装 ,24, 板楼,18, 6个月以前发布,1650000.0,"11,660元/平",近地铁 VR房源 房本满两年 随时看房 
经十路 连城水岸 电梯小高层  公摊小 出行便利 双气,连城水岸,段店,3室1厅 ,104.67, 南 , 简装 ,10, 板楼,12, 11个月以前发布,1520000.0,"14,522元/平",VR看装修 房本满两年 随时看房 
层高3.9米 南北通透 交通便利 配套齐全 层高3.9米,恒大雅苑,西客站,4室2厅 ,148.16, 南 北 , 简装 ,33, 板楼,10, 9个月以前发布,2050000.0,"13,837元/平",近地铁 VR看装修 房本满两年 随时看房 
房子位置好，满两年，户型方正，高档社区配套齐全,绿地泉景园,腊山,3室1厅 ,88.11, 南 北 , 简装 ,33, 板楼,3, 6个月以前发布,1170000.0,"13,279元/平",近地铁 VR看装修 房本满两年 随时看房 
和谐+南北通透三室+采光好+无遮挡+带地下室+车位单算,阳光100国际新城G区,阳光100区,3室2厅 ,139.52, 南 北 , 其他 ,23, 板楼,11, 7个月以前发布,2450000.0,"17,561元/平",VR看装修 房本满五年 随时看房 
艾菲尔花园   电梯房  五院  营东  香桔市,艾菲尔花园,营市街,3室2厅 ,121.17, 南 , 精装 ,11, 板楼,41, 一年前发布,1410000.0,"11,637元/平",VR房源 房本满五年 随时看房 
绿地新里香榭丽公馆 3室1厅 南 北,绿地新里香榭丽公馆,西客站,3室1厅 ,139.0, 南 北 , 其他 ,31, 板楼,0,4,1950000.0,"14,029元/平",VR看装修 随时看房 
《店长推荐》业主急售，经十路上低楼层复式，公摊小。,连城水岸,段店,3室2厅 ,130.0, 南 , 其他 ,18, 板楼,5, 6个月以前发布,2030000.0,"15,616元/平",VR房源 房本满两年 随时看房 
新房未入住 正规三室 南北通透,德裕家园一区,西市场,3室2厅 ,101.67, 南 北 , 毛坯 ,28, 塔楼,76, 一年前发布,1528000.0,"15,030元/平",VR看装修 房本满两年 随时看房 
丰润怡邻居南北通透三室+产权地下室,丰润怡邻居,南辛庄,3室2厅 ,87.69, 南 北 , 精装 ,12, 板塔结合,14, 一年前发布,1370000.0,"15,624元/平",VR看装修 房本满五年 随时看房 
德裕家园一区 3室2厅 西北,德裕家园一区,西市场,3室2厅 ,109.99, 西北 , 其他 ,28, 板塔结合,0,6,1600000.0,"14,547元/平",VR看装修 随时看房 
满五唯一，三室一厅，采光好，南北通透,吉尔南苑,南辛庄,3室1厅 ,74.14, 南 北 , 简装 ,4, 板楼,30, 一年前发布,1010000.0,"13,623元/平",VR看装修 房本满五年 随时看房 
凯旋新城东区 精装修 交通便利 采光好,凯旋新城东区,南辛庄,2室1厅 ,85.6, 南 , 精装 ,20, 板楼,3, 5个月以前发布,1620000.0,"18,926元/平",VR看装修 房本满两年 随时看房 
绿地卢浮公馆 三室两卫 有钥匙随时看房 诚心出售！,卢浮公馆,西市场,3室2厅 ,142.97, 南 北 , 简装 ,33, 板楼,30, 一年前发布,2890000.0,"20,215元/平",VR看装修 房本满五年 随时看房 
小区中间位置 精装修 诚心卖 看房方便 价格能谈,卢浮公馆,西市场,4室2厅 ,174.91, 南 北 , 精装 ,33, 板楼,17, 2个月以前发布,4280000.0,"24,470元/平",VR看装修 房本满五年 随时看房 
南北通透 全明户型 产权地下室 看房有钥匙,匡山小区,匡山区,2室2厅 ,84.91, 南 北 , 其他 ,6, 板楼,2, 7个月以前发布,1200000.0,"14,133元/平",VR看装修 房本满五年 随时看房 
美里新居 2室1厅 南 北,美里新居,美里湖,2室1厅 ,76.97, 南 北 , 其他 ,7, 板楼,0,3,940000.0,"12,213元/平",VR看装修 随时看房 
西客站 金科城 小三室 总房款低 毛坯房,金科城,西客站,3室1厅 ,96.53, 南 , 其他 ,33, 板楼,8, 1个月以前发布,1330000.0,"13,779元/平",近地铁 VR看装修 房本满两年 随时看房 
闫千户小区五区+中间楼层+采光好+南北通透,闫千户小区五区,中大槐树,2室2厅 ,80.91, 南 北 , 精装 ,6, 板楼,7, 一年前发布,980000.0,"12,113元/平",近地铁 VR看装修 房本满五年 随时看房 
三室电梯房 有地下室 实际使用面积100平 有钥匙,丰润怡邻居,南辛庄,3室2厅 ,71.32, 南 北 , 简装 ,12, 板塔结合,53, 一年前发布,1250000.0,"17,527元/平",VR看装修 房本满两年 随时看房 
泉城花园 客卧朝阳 南北通透 东排靠南 有下地室,泉城花园,匡山区,2室1厅 ,92.78, 南 北 , 简装 ,12, 板楼,6, 6个月以前发布,1250000.0,"13,473元/平",VR看装修 房本满五年 随时看房 
精装复式 三室两厅 带露台 双气 证过五年 免个税,美里新居,美里湖,3室2厅 ,109.0, 南 北 , 精装 ,7, 板楼,13, 7个月以前发布,1190000.0,"10,918元/平",VR房源 房本满两年 随时看房 
槐荫区 店长主推 上营东 五院  华联 低密度社区洋房,槐苑花园,儿童医院,3室2厅 ,144.03, 南 北 , 精装 ,11, 板楼,38, 一年前发布,2490000.0,"17,289元/平",VR看装修 房本满五年 随时看房 
鑫苑城市之家正规3室，南北通透，双气,鑫苑城市之家,中大槐树,3室1厅 ,106.29, 南 北 , 精装 ,7, 板楼,5, 一年前发布,1830000.0,"17,218元/平",VR看装修 房本满五年 随时看房 
水晶郦城   采光充足  温馨三居 全明户型  满两年,龙湖水晶郦城,西客站,3室2厅 ,115.23, 南 北 , 其他 ,33, 板楼,6, 7个月以前发布,1880000.0,"16,316元/平",VR看装修 房本满两年 随时看房 
园林小区，毛坯四室，看房方便，诚心出售,蓝石大溪地,经十西路,4室2厅 ,200.0, 南 , 毛坯 ,9, 板楼,1, 5个月以前发布,3200000.0,"16,000元/平",VR房源 房本满两年 随时看房 
万科公园里 两室两厅 视野开阔 无遮挡,万科公园里,匡山区,3室2厅 ,91.7, 南 北 , 精装 ,33, 板楼,59, 7个月以前发布,1550000.0,"16,903元/平",VR看装修 房本满两年 随时看房 
外海西子城市花园 四室两厅 两卫 采光充足,外海西子城市花园,匡山区,4室2厅 ,182.38, 南 北 , 简装 ,6, 板楼,34, 一年前发布,1800000.0,"9,870元/平",VR房源 房本满五年 随时看房 
机车大厂宿舍 带地下室 双气 南北通透,小槐荫街9宿舍,营市街,2室2厅 ,81.5, 南 北 , 简装 ,6, 板楼,2, 4个月以前发布,1100000.0,"13,497元/平",VR看装修 房本满五年 随时看房 
和谐南边，单位大院，六七复式，南北露台，大客厅,丁苑小区,阳光100区,4室3厅 ,244.16, 北 南 , 简装 ,7, 板楼,19, 一年前发布,3400000.0,"13,926元/平",VR房源 房本满五年 随时看房 
南北通透 格局方正 采光好 双气三线,汇馨祥和苑,匡山区,3室1厅 ,108.95, 南 北 , 简装 ,7, 板楼,11, 一年前发布,1365000.0,"12,529元/平",VR看装修 房本满五年 随时看房 
汇馨祥和苑 南北通透三居室 业主诚意出售 带储藏室,汇馨祥和苑,匡山区,3室2厅 ,120.54, 南 北 , 简装 ,7, 板楼,3, 4个月以前发布,1530000.0,"12,693元/平",VR看装修 房本满五年 随时看房 
九中单位宿舍 房改房可测绘 南北通透 精装修未住,济南九中宿舍,阳光100区,3室2厅 ,104.1, 南 北 , 精装 ,7, 板楼,22, 一年前发布,1600000.0,"15,370元/平",VR看装修 房本满五年 随时看房 
营东，停车方便，双气，南北通透，采光好,舜承苑,南辛庄,2室1厅 ,68.64, 南 北 , 精装 ,6, 板楼,10, 一年前发布,920000.0,"13,404元/平",VR看装修 房本满五年 随时看房 
