低楼层，南北通透，户型好，采光好！,青年东路5号院,文化西路,3室1厅 ,74.68, 南 北 , 简装 ,5, 板楼,22, 1个月以前发布,1920000.0,"25,710元/平",VR看装修 房本满五年 随时看房 
历下，精装，南北通透，户型好，大品牌好物业,济南万科城,化纤厂路,3室2厅 ,108.42, 南 北 , 简装 ,34, 板楼,10, 3个月以前发布,2350000.0,"21,675元/平",VR房源 房本满两年 
历下区 保利华庭 精选三居室 采光好南北通透 满五唯一,保利华庭,化纤厂路,3室2厅 ,91.55, 南 北 , 精装 ,34, 板楼,66, 1个月以前发布,2050000.0,"22,393元/平",近地铁 VR房源 房本满五年 
科苑小区北区历下区三居室总价低,科苑小区北区,祝甸,3室2厅 ,93.0, 南 北 , 简装 ,6, 板楼,4,31,1250000.0,"13,441元/平",VR看装修 房本满五年 
甸柳一区+精装三居室+楼层好+空户+诚意出售,甸柳一区,甸柳,3室1厅 ,71.0, 南 北 , 精装 ,5, 板楼,8,13,2200000.0,"30,986元/平",VR看装修 
历下区精装2室、三室朝阳、历下实验、急售！,恒大奥东新都,凤山路,2室1厅 ,87.64, 南 , 精装 ,29, 板楼,16,8,1300000.0,"14,834元/平",VR看装修 随时看房 
文化东路燕子山路 林业厅南 单位宿舍 双气 一楼带小院,文化东路40号,文化东路,1室1厅 ,45.43, 南 北 , 简装 ,6, 板楼,14, 7个月以前发布,1210000.0,"26,635元/平",VR房源 房本满五年 随时看房 
公摊少楼层好，城市人家精装修，有钥匙 随时看房，,黄金99景城,燕山,2室2厅 ,87.08, 南 , 精装 ,18, 板楼,22, 一年前发布,2150000.0,"24,690元/平",VR看装修 房本满五年 随时看房 
地勘局宿舍 带车位，四楼，采光好，空户 低楼层  急售,地勘局宿舍,甸柳,2室1厅 ,60.22, 南 , 简装 ,6, 板楼,14, 5个月以前发布,1780000.0,"29,559元/平",VR看装修 房本满两年 随时看房 
满五唯一   无抵押  无记录  诚心出售,甸柳四区,甸柳,2室1厅 ,56.63, 南 北 , 简装 ,6, 板楼,15, 5个月以前发布,1420000.0,"25,076元/平",VR看装修 房本满五年 随时看房 
房子楼层好，视野采光好，交通便利，配套方便,祥泰汇东国际,盛福,1室1厅 ,34.91, 北 , 简装 ,32, 塔楼,25, 2个月以前发布,235000.0,"6,732元/平",近地铁 VR房源 房本满两年 随时看房 
甸新东路  无记录  中间楼层  采光好,甸新东路,甸柳,2室1厅 ,58.99, 南 , 简装 ,5, 板楼,8, 6个月以前发布,1730000.0,"29,328元/平",VR看装修 房本满五年 随时看房 
历下区历园新村，3室中间楼层，采光好，均价低房龄新,历园新村,花园路,3室0厅 ,67.93, 东 西 , 精装 ,7, 板楼,44, 10个月以前发布,1040000.0,"15,310元/平",VR看装修 房本满五年 随时看房 
纯甸柳 中间楼层 无记录 不临街 免高税  诚意出售！,甸柳二区,甸柳,2室0厅 ,46.2, 南 , 简装 ,5, 板楼,11, 5个月以前发布,1660000.0,"35,931元/平",VR看装修 房本满两年 随时看房 
甸柳五区大两居，带客厅，中间楼层位置好,甸柳五区,甸柳,2室1厅 ,80.0, 南 , 简装 ,6, 板楼,26, 5个月以前发布,1750000.0,"21,875元/平",VR房源 房本满五年 随时看房 
纯甸柳 无记录  楼层好 精装修 带租赁车位 有钥匙,甸柳一区,甸柳,2室1厅 ,56.83, 南 , 精装 ,5, 板楼,6, 5个月以前发布,1791000.0,"31,516元/平",VR看装修 房本满五年 随时看房 
解放桥，解一，低楼层，户型方正，免费停车，,解放路122号,历东,3室1厅 ,91.61, 北 南 , 简装 ,5, 板楼,3,13,2040000.0,"22,269元/平",VR看装修 
总价低 随时看房 业主诚心出售 楼层好,中海紫御东郡,盛福,2室1厅 ,79.92, 南 , 精装 ,31, 板楼,15, 1个月以前发布,1450000.0,"18,144元/平",近地铁 VR房源 房本满五年 
历山名郡 千佛山旁  花园洋房  大三室,历山名郡,文化西路,3室2厅 ,157.71, 南 北 , 精装 ,11, 板楼,26, 8个月以前发布,6310000.0,"40,011元/平",VR看装修 房本满五年 
历下区，优质电梯房，环境舒适，诚心出售,东领鉴筑,茂岭山,2室1厅 ,103.07, 南 , 简装 ,10, 板楼,6, 3个月以前发布,1870000.0,"18,144元/平",VR看装修 房本满五年 
此房格局好 机关宿舍 低楼层 看房方便,山大路238,文化东路,3室1厅 ,75.0, 南 北 , 简装 ,5, 板楼,33, 一年前发布,1590000.0,"21,200元/平",VR看装修 房本满五年 
此房楼层好 带电梯 视野棒 为数不多的小三居,银座花园,银座花园,3室2厅 ,112.01, 南 北 , 精装 ,6, 板楼,87, 11个月以前发布,3050000.0,"27,230元/平",VR房源 房本满五年 
特优好房 大三居 多层电梯洋房 单位宿舍 精装公摊小,静居苑小区,旅游路,3室2厅 ,160.69, 南 北 , 精装 ,6, 板楼,44, 3个月以前发布,3580000.0,"22,279元/平",VR看装修 房本满五年 
浆水泉观景楼层 精装修40万 德润不沿街 采光好,名士豪庭2区,浆水泉区,3室2厅 ,141.47, 南 北 , 精装 ,18, 板楼,40, 3个月以前发布,4040000.0,"28,558元/平",VR看装修 房本满五年 
必看！18层小高+17.5%低公摊+精装修+满五唯一,中海紫御东郡,盛福,2室2厅 ,83.01, 南 , 精装 ,18, 板楼,18, 1个月以前发布,1545000.0,"18,613元/平",近地铁 VR看装修 房本满五年 随时看房 
CBD 历下区枫润山居，交通便利，带15平地下室,枫润山居,茂岭山,2室2厅 ,82.53, 南 北 , 精装 ,7, 板楼,30, 一年前发布,1530000.0,"18,539元/平",VR看装修 房本满五年 
必看好房，地处历下区，随时可签，一楼带小院,东盛花园,凤山路,2室2厅 ,70.0, 南 北 , 简装 ,6, 板楼,29, 一年前发布,1060000.0,"15,143元/平",VR房源 房本满两年 
满五唯一，精装三室，诚心卖房，价格可谈。,东盛花园,凤山路,3室2厅 ,97.52, 南 北 , 简装 ,6, 板楼,113, 6个月以前发布,1197000.0,"12,275元/平",VR看装修 房本满五年 
出售甸柳五区三室一厅一楼带30平小院房,甸柳五区,甸柳,3室1厅 ,76.29, 南 北 , 简装 ,5, 板楼,16, 6个月以前发布,2020000.0,"26,478元/平",VR房源 房本满五年 
燕东山庄3楼 精装 拎包入住 证满五年 土地出让金已交,燕东山庄,燕山,2室1厅 ,80.5, 南 北 , 精装 ,6, 板楼,24, 4个月以前发布,1800000.0,"22,361元/平",VR房源 房本满五年 
全屋精装 户型方正 采光好直瞰千佛山 看房方便,华森碧云天,姚家,3室2厅 ,150.07, 南 北 , 精装 ,28, 塔楼,19,30,2430000.0,"16,193元/平",VR房源 房本满五年 
甸柳二区 低楼层 免费停车 三室一厅精装房,甸柳二区,甸柳,3室1厅 ,75.23, 南 北 , 精装 ,6, 板楼,23, 3个月以前发布,2510000.0,"33,365元/平",VR看装修 房本满五年 
房主自住 精装修 诚意卖房 采光好 视野好，拎包入住,尚品燕园,盛福,2室2厅 ,91.99, 南 北 , 精装 ,33, 板楼,86, 6个月以前发布,1470000.0,"15,980元/平",近地铁 VR看装修 房本满两年 
省高检宿舍  电梯房非顶层  视野开阔 停车免费,山东省高级检察院宿舍,姚家,3室2厅 ,176.68, 西南 , 精装 ,20, 塔楼,61, 一年前发布,3680000.0,"20,829元/平",VR看装修 房本满五年 
青后小区二区 3室1厅 南,青后小区二区,青后,3室1厅 ,77.38, 南 , 精装 ,5, 板楼,91, 一年前发布,1750000.0,"22,616元/平",VR看装修 房本满五年 
甸柳三区 2室1厅 南 北,甸柳三区,甸柳,2室1厅 ,66.07, 南 北 , 简装 ,6, 板楼,6,20,1720000.0,"26,033元/平",VR房源 房本满五年 
业主置换 精装复式采光好邻山师 出门公交站牌随时看房,诚基中心,历东,2室1厅 ,56.93, 西 , 精装 ,20, 塔楼,8,18,1300000.0,"22,836元/平",VR房源 房本满五年 
历下区小洋房可观山景，30万精装修可拎包入住，,汇福山庄,凤山路,2室1厅 ,81.69, 南 , 精装 ,11, 板楼,8,31,1550000.0,"18,975元/平",VR看装修 房本满五年 
甸柳一中 不临街 四层 户型好用,甸柳三区,甸柳,2室1厅 ,58.48, 南 , 简装 ,6, 板楼,3,20,1870000.0,"31,977元/平",VR看装修 房本满五年 
C位，精装修几乎未住，产权清晰随时过户,名士豪庭1区,浆水泉区,2室2厅 ,92.24, 南 , 精装 ,18, 板楼,23,25,2580000.0,"27,971元/平",VR看装修 房本满五年 
大院传达，精神卫生宿舍，停车方便，看房方便,精神卫生宿舍,文化东路,3室1厅 ,76.0, 南 北 , 简装 ,5, 板楼,57, 一年前发布,1880000.0,"24,737元/平",VR看装修 随时看房 
一楼带院 有钥匙  方便看房 带小房 诚心卖,中共济南市委党校宿舍,千佛山,3室1厅 ,75.58, 南 北 , 简装 ,4, 板楼,31, 6个月以前发布,1930000.0,"25,536元/平",VR房源 随时看房 
鼎秀家园 3室2厅 南 北,鼎秀家园,旅游路,3室2厅 ,151.77, 南 北 , 毛坯 ,17, 板楼,53, 2个月以前发布,5380000.0,"35,449元/平",近地铁 VR看装修 随时看房 
大明湖畔护城河旁低楼层随时看房，*大客厅,黑虎泉北路67号,明湖区,3室2厅 ,146.0, 南 北 , 毛坯 ,5, 板楼,6, 7个月以前发布,3200000.0,"21,918元/平",VR看装修 随时看房 
财富花园，小高层小四居，环境好，山大辅仁,财富中心,银座花园,4室2厅 ,143.57, 南 北 , 简装 ,16, 板楼,57, 5个月以前发布,4600000.0,"32,041元/平",VR看装修 随时看房 
房主诚心出售 房子利用率高 楼层好 采光好,保利大明湖,大明湖站,3室1厅 ,77.43, 东北 , 精装 ,13, 板楼,93, 8个月以前发布,1630000.0,"21,052元/平",近地铁 VR看装修 房本满五年 
无记录 ，采光充足，交通便利，单位大院，停车方便,甸柳一区,甸柳,2室1厅 ,56.08, 南 北 , 简装 ,5, 板楼,6, 1个月以前发布,1890000.0,"33,702元/平",VR看装修 房本满五年 
甸柳八区 2室一厅 南北通透 采光好 楼层低 文化东路,甸柳八区,甸柳,2室1厅 ,66.28, 南 北 , 精装 ,6, 板楼,7, 5个月以前发布,1570000.0,"23,688元/平",VR房源 房本满五年 
店长推荐：甸柳 燕山低总价  两室朝阳,甸柳七区,甸柳,2室1厅 ,60.44, 南 , 简装 ,6, 板楼,40, 7个月以前发布,1220000.0,"20,186元/平",VR看装修 房本满五年 
山大辅仁片区 多层电梯洋房 中间楼层 采光好,红山圣都,浆水泉区,2室2厅 ,90.0, 南 , 简装 ,7, 板楼,19, 1个月以前发布,2390000.0,"26,556元/平",VR看装修 随时看房 
此房有，楼层好，视野宽阔，配套齐,盛福花园,盛福,2室1厅 ,73.59, 南 , 毛坯 ,6, 板楼,22, 6个月以前发布,1130000.0,"15,356元/平",VR看装修 随时看房 
万豪 loft结构 小户型 出行便利 配套齐全,万豪中心,文化东路,2室1厅 ,39.0, 东 , 简装 ,14, 塔楼,13, 3个月以前发布,900000.0,"23,077元/平",VR房源 随时看房 
明珠花园 砚池山旁 带钥匙 看房方便 二环东路,明珠花园,姚家,3室2厅 ,141.07, 南 , 精装 ,7, 板楼,15, 3个月以前发布,2950000.0,"20,912元/平",VR房源 随时看房 
省直大院 房龄新 楼层合适 看房方便,解放路9号,甸柳,3室2厅 ,90.69, 南 北 , 简装 ,5, 板楼,55, 一年前发布,2280000.0,"25,141元/平",VR看装修 随时看房 
交付状态精装未住视野开阔  汉语金谷顺泰广场手慢无,万科金域华府,凤山路,3室2厅 ,100.08, 南 北 , 精装 ,29, 板楼,53, 6个月以前发布,2090000.0,"20,884元/平",VR看装修 随时看房 
大舜天成，房龄新，精装修，大平层，诚心出售。,大舜天成,文化东路,4室2厅 ,170.0, 南 北 , 精装 ,6, 板楼,81, 一年前发布,4390000.0,"25,824元/平",VR看装修 随时看房 
配套服务齐全 省政府单位宿舍 大三室,洄龙小区,旅游路,3室2厅 ,183.63, 南 北 , 简装 ,12, 板楼,7, 2个月以前发布,5800000.0,"31,586元/平",VR看装修 随时看房 
甸柳八区3-1-1-1 85.99m² 200万 无上学记录,甸柳八区,甸柳,3室1厅 ,85.95, 南 北 , 简装 ,6, 板楼,46, 7个月以前发布,2090000.0,"24,317元/平",VR看装修 随时看房 
和平新村 一楼带院 有钥匙 随时看房子,和平新村,历东,2室1厅 ,45.0, 南 , 精装 ,5, 板楼,7,24,1350000.0,"30,000元/平",VR房源 随时看房 
历山名郡中间楼层，三室朝阳，车位地下室，诚心买。,历山名郡,文化西路,3室2厅 ,170.53, 南 北 , 简装 ,11, 板楼,32, 3个月以前发布,6800000.0,"39,876元/平",VR房源 
万科城！精装修！户型正！价格带地下室！诚心卖包高税,济南万科城,化纤厂路,3室2厅 ,117.74, 南 北 , 精装 ,34, 板楼,22, 1个月以前发布,2700000.0,"22,932元/平",近地铁 VR看装修 
历下刚需，精装修，免费停车，门口学 校。,东盛花园,凤山路,2室1厅 ,64.5, 南 北 , 简装 ,6, 板楼,16,23,850000.0,"13,179元/平",VR房源 
楼层好，精装修，视野宽阔，采光充足，配套设施,卓越时代广场,浆水泉区,1室1厅 ,29.59, 北 , 简装 ,20, 塔楼,24, 4个月以前发布,350000.0,"11,829元/平",VR房源 房本满两年 
师东小区 2室1厅 南,师东小区,文化东路,2室1厅 ,58.64, 南 , 精装 ,5, 板楼,30, 3个月以前发布,1120000.0,"19,100元/平",VR看装修 房本满五年 
羊头峪西沟 两居室 产权可贷款  南北通透  看房方便,羊头峪西沟,文化东路,2室1厅 ,62.87, 南 北 , 简装 ,5, 板楼,54, 一年前发布,1150000.0,"18,292元/平",VR看装修 房本满五年 
一居室采光好南向房子看房子方便,历园新村,花园路,1室1厅 ,41.53, 南 北 , 简装 ,7, 板楼,23, 3个月以前发布,600000.0,"14,448元/平",VR看装修 房本满五年 
山大路190到194号院 2室1厅 南 北,山大路190到194号院,甸柳,2室1厅 ,56.9, 南 北 , 其他 ,5, 板楼,6, 1个月以前发布,1295000.0,"22,760元/平",VR看装修 房本满五年 
电梯高层，全明户型，大明湖畔，双气，封闭式小区。,保利大明湖,大明湖站,2室1厅 ,67.73, 南 北 , 简装 ,13, 板楼,59, 9个月以前发布,1400000.0,"20,671元/平",近地铁 VR看装修 房本满两年 
棋盘小区中间楼层一居室小户型总价低诚意出售,棋盘小区三区,佛山街,1室1厅 ,41.65, 南 , 精装 ,6, 板楼,33, 10个月以前发布,794000.0,"19,064元/平",VR看装修 房本满五年 
历下刚需，好楼层，免费停车，生活成本低，诚心出售。,东盛花园,凤山路,2室1厅 ,63.69, 南 北 , 简装 ,6, 板楼,53, 4个月以前发布,860000.0,"13,503元/平",VR看装修 房本满五年 
名士二区，南北通透，全明户型，单独洗衣房，诚心出售,名士豪庭2区,浆水泉区,2室2厅 ,95.2, 南 北 , 精装 ,18, 板楼,13, 2个月以前发布,2370000.0,"24,895元/平",VR看装修 房本满五年 
广电宿舍 小户型 总价低 停车方便,广电宿舍,文化西路,1室0厅 ,35.22, 南 , 简装 ,5, 板楼,9, 2个月以前发布,910000.0,"25,838元/平",VR看装修 房本满五年 
实用面积70平 大明湖畔 一楼 院   看房方便诚心出售,菜市新村,大明湖站,2室1厅 ,33.73, 南 , 简装 ,5, 板楼,15, 8个月以前发布,650000.0,"19,271元/平",近地铁 VR看装修 房本满五年 
祥泰汇东国际 1室1厅 南,祥泰汇东国际,盛福,1室1厅 ,38.92, 南 , 简装 ,32, 塔楼,0, 1个月以前发布,310000.0,"7,966元/平",近地铁 VR房源 房本满两年 
精装修南北通透，带100多平露台，种花种菜，适宜居住,黄金99景城,燕山,2室2厅 ,96.63, 南 北 , 精装 ,20, 板楼,32, 6个月以前发布,2390000.0,"24,734元/平",VR看装修 房本满两年 
绿景尚品　山大南山大路　电梯洋房高绿化,绿景尚品,山大路,2室1厅 ,92.18, 南 , 精装 ,10, 板楼,9, 5个月以前发布,2560000.0,"27,772元/平",VR看装修 房本满五年 
祥泰汇东国际 1室1厅 南,祥泰汇东国际,盛福,1室1厅 ,38.92, 南 , 简装 ,32, 塔楼,0, 1个月以前发布,310000.0,"7,966元/平",近地铁 VR房源 房本满两年 
精装修南北通透，带100多平露台，种花种菜，适宜居住,黄金99景城,燕山,2室2厅 ,96.63, 南 北 , 精装 ,20, 板楼,32, 6个月以前发布,2390000.0,"24,734元/平",VR看装修 房本满两年 
2012年房龄，仅一套一楼带院，单独产权地下室23平,利农庄路6号,山大路,2室2厅 ,99.19, 南 北 , 简装 ,7, 板楼,19, 6个月以前发布,2550000.0,"25,709元/平",VR房源 房本满五年 
燕山小区南区 双气两居 看房方便 无记录 户型不错,燕子山小区南区,文化东路,2室1厅 ,69.5, 南 , 其他 ,6, 板楼,2, 4个月以前发布,1680000.0,"24,173元/平",VR看装修 房本满五年 
历下精装未住四居，全明户型，采光视野好 诚心出售,恒大奥东新都,凤山路,4室2厅 ,147.61, 南 北 , 精装 ,29, 板楼,102, 7个月以前发布,2180000.0,"14,769元/平",VR看装修 随时看房 
此房有证，南北通透格局，楼层好，视野宽阔，配套齐全,盛福花园,盛福,1室1厅 ,59.53, 南 北 , 毛坯 ,6, 板楼,4, 3个月以前发布,980000.0,"16,463元/平",近地铁 VR看装修 随时看房 
历下区万科物业 看房方便 南北通透 采光视野 无遮挡,万科金域华府,凤山路,3室1厅 ,96.0, 南 北 , 简装 ,31, 板楼,27, 9个月以前发布,2000000.0,"20,834元/平",VR看装修 随时看房 
历下区   人工湖，三庆城市主人 车位 地下室,三庆城市主人,凤山路,3室2厅 ,120.0, 南 北 , 精装 ,17, 板楼,73, 6个月以前发布,2200000.0,"18,334元/平",VR看装修 随时看房 
此房满两年，万科物业，中间楼层，采光视野好,济南万科城,化纤厂路,3室1厅 ,96.24, 南 , 精装 ,26, 板楼,7, 1个月以前发布,2160000.0,"22,444元/平",近地铁 VR房源 随时看房 
燕子山小区一楼带院 单位宿舍，大院传达业主诚意出售,燕子山小区东路,甸柳,3室2厅 ,125.49, 南 北 , 简装 ,5, 板楼,34, 8个月以前发布,2880000.0,"22,951元/平",VR看装修 随时看房 
