精装两室不沿街 全福立交桥两室两厅全明户型 客厅朝南,路劲东城,全福区,2室2厅 ,82.94, 南 , 精装 ,33, 板楼,10, 1个月以前发布,1280000.0,"15,433元/平",VR看装修 房本满两年 随时看房 
华山珑城急售两室好房 带车位出门就是公交站 不靠高速,中海华山珑城,华山,2室2厅 ,82.7, 南 , 简装 ,33, 板楼,0, 3个月以前发布,1300000.0,"15,720元/平",VR看装修 房本满两年 随时看房 
三室一厅 双气 大院放车 有储藏室,花园路125号,洪家楼,3室1厅 ,91.35, 南 北 , 简装 ,6, 板楼,5, 一年前发布,1540000.0,"16,859元/平",VR看装修 房本满五年 随时看房 
两居室房源 视野开阔 看房方便 有钥匙,济钢新村西区,济钢,2室1厅 ,77.4, 南 北 , 其他 ,6, 板楼,15, 一年前发布,880000.0,"11,370元/平",VR看装修 房本满两年 随时看房 
证满二  通透和采光好  楼层好  多层公摊少,金河山庄,济钢,2室2厅 ,82.83, 南 北 , 其他 ,7, 板楼,24, 9个月以前发布,1100000.0,"13,281元/平",VR看装修 房本满两年 随时看房 
时代新城 中间楼层 有钥匙 看房方便 精装 两室两厅,南全福南二区,全福区,2室2厅 ,103.83, 南 北 , 简装 ,7, 板楼,2, 4个月以前发布,1330000.0,"12,810元/平",VR房源 房本满五年 随时看房 
产权清晰 房型好 配套齐全 随时看房,济钢新村西区,济钢,2室1厅 ,76.38, 南 北 , 简装 ,6, 板楼,9, 5个月以前发布,820000.0,"10,736元/平",VR看装修 房本满五年 随时看房 
此房满两年，房型板正，全明户型。双卫设计。,新龙家园,七里河,3室2厅 ,172.53, 南 , 简装 ,12, 板楼,1, 3个月以前发布,2700000.0,"15,650元/平",VR房源 房本满两年 随时看房 
满二 可以上学  简装 全明两室 产权车位 拎包入住,祥泰城,还乡店,2室1厅 ,82.78, 南 北 , 简装 ,30, 板楼,7, 一年前发布,1180000.0,"14,255元/平",VR看装修 房本满两年 随时看房 
户型方正，大院安静。单位宿舍，位置好,闵子骞路1-5号,山大路,2室2厅 ,99.3, 南 北 , 简装 ,6, 板楼,29, 9个月以前发布,1600000.0,"16,113元/平",VR房源 房本满五年 随时看房 
花园路 洪家楼 德云社旁  低楼层 二室南北通透,花园小区四区,洪家楼,2室1厅 ,61.72, 南 北 , 简装 ,6, 板楼,2, 11个月以前发布,990000.0,"16,041元/平",VR看装修 房本满五年 随时看房 
洪家楼，山大旁，近百花公园印象城，带地下室 落地窗,汇科旺园,洪家楼,2室2厅 ,114.15, 南 , 简装 ,18, 板塔结合,1, 5个月以前发布,1900000.0,"16,645元/平",VR房源 房本满五年 随时看房 
辛祝路12号 带地下室17个平方 距离地铁口300米 房龄新,辛祝路12号,祝甸,2室2厅 ,77.21, 南 北 , 简装 ,6, 板楼,2, 5个月以前发布,1090000.0,"14,118元/平",VR看装修 房本满五年 随时看房 
恒大名都 中间楼层大三居 满五年 南北通透 视野宽阔,恒大名都,唐冶,3室1厅 ,136.97, 南 北 , 精装 ,32, 板楼,21, 一年前发布,1760000.0,"12,850元/平",VR看装修 房本满五年 随时看房 
福润康城电梯洋房两室一厅2010年房龄洪楼商圈总价低,福润康城,洪家楼,2室1厅 ,60.71, 南 北 , 精装 ,15, 板塔结合,89, 5个月以前发布,850000.0,"14,001元/平",VR看装修 房本满五年 随时看房 
此房楼层好视野开阔 小区环境优美 实际使用面积大,东篱花园,济钢,2室2厅 ,75.47, 南 北 , 精装 ,6, 板楼,7, 一年前发布,1038000.0,"13,754元/平",VR看装修 房本满两年 随时看房 
全福片区 带产权车位和地下室 电梯小高层 价格可谈,翡翠清河,还乡店,2室2厅 ,98.2, 南 北 , 简装 ,17, 板楼,6, 6个月以前发布,1700000.0,"17,312元/平",VR看装修 房本满两年 随时看房 
全福区 三室一厅 低总价 双气 钥匙房 大院传达可停车,二环东路1117号,全福区,3室1厅 ,62.21, 南 北 , 简装 ,5, 板楼,5, 6个月以前发布,805000.0,"12,941元/平",VR看装修 房本满五年 随时看房 
复式，精装，全福立交旁，有地下室，诚意出售,翡翠清河,还乡店,1室1厅 ,44.5, 北 , 简装 ,8, 板楼,82, 一年前发布,580000.0,"13,034元/平",VR房源 房本满两年 随时看房 
急售C区 沿湖精品90平大两居 免高税,中海华山珑城,华山,2室2厅 ,90.78, 南 , 简装 ,30, 板楼,2, 9个月以前发布,1250000.0,"13,770元/平",VR看装修 房本满两年 随时看房 
东城逸家 南北通透两室 户型方正 免高税 有车位地下室,东城逸家逸俊园,汉峪,2室2厅 ,94.5, 南 北 , 简装 ,29, 板楼,12, 2个月以前发布,2950000.0,"31,217元/平",VR看装修 房本满两年 随时看房 
龙湖品质开发商，贴心管家服务，出则繁华，入则宁静.,龙湖春江悦茗,唐冶,3室2厅 ,104.15, 南 , 毛坯 ,18, 板楼,7, 2个月以前发布,1550000.0,"14,883元/平",VR看装修 房本满两年 随时看房 
复式，精装，全福立交旁，有地下室，诚意出售,翡翠清河,还乡店,1室1厅 ,44.5, 北 , 简装 ,8, 板楼,82, 一年前发布,580000.0,"13,034元/平",VR房源 房本满两年 随时看房 
典雅三居，房产证满两年，首付三成，,和润幸福城,唐冶,3室1厅 ,125.47, 南 北 , 精装 ,34, 板楼,11, 一年前发布,2260000.0,"18,013元/平",VR看装修 房本满两年 随时看房 
翡翠清河 小高层 一梯两户 证满两年 看房方便,翡翠清河东区,还乡店,2室2厅 ,96.25, 南 , 简装 ,11, 板楼,7, 11个月以前发布,1650000.0,"17,143元/平",VR看装修 房本满五年 随时看房 
华联隔壁 单位宿舍，两室两厅，两室朝阳，一层前开门,工业北路40号院,王舍人,2室2厅 ,68.0, 南 北 , 简装 ,6, 暂无数据,8, 7个月以前发布,800000.0,"11,765元/平",VR看装修 房本满五年 随时看房 
业主急售，好房随时看，落地窗，花园社区，小高层,锦绣泉城,七里河,2室2厅 ,99.11, 东南 , 精装 ,18, 板楼,30, 3个月以前发布,1650000.0,"16,649元/平",VR看装修 房本满五年 随时看房 
房东急售 带产权地下室 有钥匙  价格可谈,名辉豪庭,还乡店,2室1厅 ,93.33, 南 , 简装 ,29, 塔楼,1, 10个月以前发布,1520000.0,"16,287元/平",VR看装修 房本满两年 随时看房 
此房满五年免高税，业主诚意出售，采光视野好。,凤栖第,建筑大学,3室2厅 ,131.02, 南 北 , 其他 ,32, 板楼,1, 1个月以前发布,2100000.0,"16,029元/平",VR看装修 房本满五年 随时看房 
全屋博洛尼定制家装 山大瀚阳 视野采光好 绿城物业,高新绿城玉蘭花园,汉峪,3室1厅 ,118.8, 南 北 , 精装 ,28, 板楼,29, 2个月以前发布,3630000.0,"30,556元/平",VR看装修 房本满两年 随时看房 
雪山下 中建凤栖第 房主诚意出售,凤栖第,建筑大学,3室2厅 ,130.77, 南 北 , 简装 ,29, 板楼,16, 4个月以前发布,2020000.0,"15,447元/平",VR看装修 房本满五年 随时看房 
单价低，精选好房 房主诚心出售  带地下室,建大花园,建筑大学,3室2厅 ,134.84, 南 北 , 简装 ,6, 板楼,55, 8个月以前发布,2890000.0,"21,433元/平",VR看装修 房本满两年 随时看房 
此房格局方正，方便停车，出行便利，生活成本低！,黄台渔场,还乡店,2室2厅 ,110.0, 南 , 简装 ,7, 板楼,17, 一年前发布,1220000.0,"11,091元/平",VR看装修 房本满两年 随时看房 
历下区 一梯两户 两室朝阳 精装修 花园洋房 假日丽景,假日丽景花园小区西区,祝甸,2室2厅 ,96.27, 南 , 精装 ,11, 板楼,13, 9个月以前发布,1640000.0,"17,036元/平",VR看装修 房本满五年 随时看房 
看房有钥匙 业主婚房 产权清晰 有地下室车位 诚心卖,齐鲁世纪园,七里河,2室2厅 ,109.43, 南 北 , 精装 ,7, 板楼,7, 2个月以前发布,1600000.0,"14,622元/平",VR看装修 房本满五年 随时看房 
祥泰城 好楼层两室 干净采光好 拎包入住 证过两年,祥泰城,还乡店,2室2厅 ,82.78, 南 , 简装 ,30, 板楼,5, 8个月以前发布,1220000.0,"14,738元/平",VR看装修 房本满两年 随时看房 
位于电建路， 出行便利  享受华山气 无浪费面积,鑫泉花园东区,还乡店,2室1厅 ,96.43, 南 , 简装 ,6, 板楼,2, 10个月以前发布,1160000.0,"12,030元/平",VR看装修 房本满五年 随时看房 
带车位，免高税，精装大两室，采光充足，视野广阔,济钢新村南区和东区,济钢,2室1厅 ,67.0, 南 北 , 精装 ,6, 板楼,15, 6个月以前发布,780000.0,"11,642元/平",近地铁 VR看装修 房本满五年 随时看房 
百花公园，洪家楼，大院停车，交通便利。,洪楼南路15号,山大路,1室1厅 ,38.7, 南 , 简装 ,6, 板楼,23, 一年前发布,680000.0,"17,572元/平",VR看装修 房本满五年 随时看房 
御园华府 一楼带院前后一百 精装修 随时看房,百替御园华府,建筑大学,3室2厅 ,148.53, 南 北 , 精装 ,18, 板楼,40, 3个月以前发布,3300000.0,"22,218元/平",VR房源 房本满两年 随时看房 
永大百花园 洪家楼南路 百花公园西门 环境优美,永大百花园,山大路,2室2厅 ,107.85, 南 北 , 简装 ,6, 板楼,20, 一年前发布,1720000.0,"15,949元/平",VR看装修 房本满五年 随时看房 
鲁能泰山一期一梯两户洋房设计采光无遮挡,鲁能泰山7号,唐冶,4室2厅 ,134.14, 南 北 , 毛坯 ,11, 板楼,14, 5个月以前发布,2200000.0,"16,401元/平",VR看装修 房本满两年 随时看房 
简单装修  户型方正 采光好 双气,花园小区四区,洪家楼,3室1厅 ,74.94, 南 北 , 简装 ,6, 板楼,57, 10个月以前发布,1080000.0,"14,412元/平",近地铁 VR看装修 房本满五年 随时看房 
精装修两室一厅 印象城 淘宝街,花园小区三区,洪家楼,2室1厅 ,65.49, 南 北 , 精装 ,6, 板楼,7, 6个月以前发布,1080000.0,"16,492元/平",近地铁 VR看装修 房本满两年 随时看房 
满二，诚心出售，精装修，小高层,凤栖第,建筑大学,3室2厅 ,122.04, 南 北 , 精装 ,12, 板楼,33, 8个月以前发布,2020000.0,"16,552元/平",VR房源 房本满两年 随时看房 
唐冶片区 近地铁 交通便利 带装修带地下室 随时看房,鲁能泰山7号,唐冶,3室2厅 ,125.33, 南 北 , 简装 ,30, 板楼,13, 5个月以前发布,1760000.0,"14,043元/平",VR看装修 房本满两年 随时看房 
印象城 洪家楼 花园小区 格局方正 随时看,花园小区三区,洪家楼,3室1厅 ,68.56, 南 北 , 毛坯 ,6, 板楼,2, 2个月以前发布,950000.0,"13,857元/平",近地铁 VR看装修 房本满五年 随时看房 
红楼主商圈  花园小区  一室一厅带露台,花园小区四区,洪家楼,1室1厅 ,48.11, 南 , 精装 ,6, 板楼,22, 一年前发布,670000.0,"13,927元/平",近地铁 VR看装修 房本满两年 随时看房 
中间楼层  户型格局无改动   带车位,鲁能泰山7号,唐冶,4室2厅 ,143.45, 南 北 , 简装 ,32, 板楼,21, 7个月以前发布,2030000.0,"14,152元/平",VR看装修 房本满两年 随时看房 
单位宿舍，双气，看房方便，单价低，业主诚意出售,工业北路236,还乡店,3室1厅 ,71.21, 南 北 , 简装 ,4, 板楼,12, 一年前发布,850000.0,"11,937元/平",VR看装修 房本满五年 随时看房 
房子急售 楼层三楼 配小房 联系我随时可以看房子,工业北路,还乡店,2室1厅 ,62.36, 南 北 , 其他 ,5, 暂无数据,6, 9个月以前发布,780000.0,"12,509元/平",VR看装修 房本满五年 随时看房 
二环东旁，拎包入住，直接办公，满五年,东环国际广场,七里河,3室2厅 ,185.13, 西 北 , 简装 ,29, 塔楼,3, 3个月以前发布,1530000.0,"8,265元/平",VR看装修 房本满五年 随时看房 
CBD北临，工业南路七里河路交叉口东临公交宿舍非顶楼,工业南路307,七里河,2室2厅 ,71.0, 南 北 , 简装 ,6, 板楼,0, 2个月以前发布,1040000.0,"14,648元/平",VR看装修 房本满五年 随时看房 
汉峪观景房，经典两室，楼层好，视野宽阔，采光充足！,凤凰国际南区,经十东路,2室2厅 ,100.94, 南 , 简装 ,33, 板楼,11, 7个月以前发布,1710000.0,"16,941元/平",VR看装修 房本满两年 随时看房 
东荷苑靠山洋房两居室 采光好带车位地下室 业主诚心卖,东荷苑,汉峪,2室2厅 ,87.13, 南 北 , 简装 ,11, 板楼,34, 5个月以前发布,2330000.0,"26,742元/平",VR看装修 房本满两年 随时看房 
历山北路旁 双气  户型方正 采光好  业主诚售,板桥路10号,全福区,2室1厅 ,59.68, 南 , 精装 ,6, 板楼,8, 一年前发布,830000.0,"13,908元/平",近地铁 VR看装修 房本满五年 随时看房 
毛坯房 方便装修 景观带 中间楼层 三室经典户型,名辉豪庭,还乡店,3室2厅 ,106.98, 南 , 简装 ,33, 板楼,15, 5个月以前发布,1640000.0,"15,330元/平",VR房源 房本满两年 随时看房 
房源真实在售，小高层中间楼层，带11平地下室,银丰唐郡荷花园,唐冶,3室2厅 ,143.11, 南 北 , 毛坯 ,17, 暂无数据,40, 4个月以前发布,1970000.0,"13,766元/平",VR看装修 房本满两年 随时看房 
小区免费停车，房子是一楼带院，有棵石榴树,二环东路1168,还乡店,3室1厅 ,95.89, 南 北 , 简装 ,5, 板楼,13, 10个月以前发布,1650000.0,"17,208元/平",近地铁 VR房源 房本满两年 随时看房 
此房急售！急售！精装修，满五唯一，随时可看！,浪潮五宿舍,还乡店,3室1厅 ,73.48, 南 北 , 精装 ,5, 板楼,60, 一年前发布,820000.0,"11,160元/平",VR看装修 房本满五年 随时看房 
精装三室，中.央空调 全部家具 诚心出售 随时看房,荣盛锦绣澜湾,全福区,3室2厅 ,117.06, 南 北 , 精装 ,29, 板楼,4, 1个月以前发布,2300000.0,"19,649元/平",VR看装修 房本满两年 随时看房 
二居室，中等装修，满两年，采光好，视野开阔。,翡翠清河,还乡店,2室2厅 ,102.17, 南 北 , 简装 ,21, 板楼,7, 10个月以前发布,1630000.0,"15,954元/平",VR看装修 房本满五年 随时看房 
维尔康宿舍 诚心出售 看房有钥匙,维尔康食品公司一宿舍,还乡店,2室1厅 ,55.96, 南 , 简装 ,5, 板楼,9, 5个月以前发布,805000.0,"14,386元/平",VR看装修 房本满五年 随时看房 
中楼层 三室朝南  南北通透  益寿路北 大院可停车,闵子骞路,洪家楼,3室2厅 ,123.63, 南 北 , 简装 ,6, 板楼,37, 一年前发布,2280000.0,"18,443元/平",VR看装修 房本满五年 随时看房 
户型好，主卧和客厅朝阳，带有地下室,汇科旺园,洪家楼,3室1厅 ,110.0, 南 北 , 精装 ,12, 板塔结合,30, 2个月以前发布,2150000.0,"19,546元/平",VR看装修 房本满五年 随时看房 
山大南路 省丝绸单位宿舍  三室两厅  大院传达,山大南路18-3号,山大路,3室2厅 ,112.29, 南 北 , 简装 ,6, 板楼,43, 一年前发布,1550000.0,"13,804元/平",VR看装修 房本满五年 随时看房 
辛甸中路 两室毛坯，环联夜市，七里堡大市场，洪家楼,保利海德公馆,祝甸,2室2厅 ,96.18, 南 , 毛坯 ,33, 板楼,26, 9个月以前发布,1680000.0,"17,468元/平",近地铁 VR看装修 房本满两年 随时看房 
上海花园 三楼低公摊，地下室20平祝甸夜市地铁口,上海花园,祝甸,2室2厅 ,90.67, 南 北 , 精装 ,6, 板楼,31, 10个月以前发布,1620000.0,"17,867元/平",VR看装修 房本满两年 随时看房 
化纤小区 精装婚房，中间楼层，小户型  边户小两室,化纤小区,祝甸,2室1厅 ,44.42, 南 北 , 精装 ,5, 板楼,44, 3个月以前发布,780000.0,"17,560元/平",VR看装修 房本满两年 随时看房 
满五唯一，南北通透，业主诚意出售，总款低，大院停车,华龙路946号,七里河,2室1厅 ,60.8, 南 北 , 毛坯 ,6, 板楼,14, 3个月以前发布,755000.0,"12,418元/平",VR看装修 房本满五年 随时看房 
洪家楼 百花公园  精装修 低楼层 双气 大院好停车,洪家楼南路17-6号,山大路,2室2厅 ,87.27, 南 北 , 简装 ,6, 板楼,10, 5个月以前发布,1440000.0,"16,501元/平",VR看装修 房本满两年 随时看房 
房子位于百花公园西门卷烟厂宿舍大院传达停车方便,洪家楼南路17-2号,山大路,2室2厅 ,89.47, 南 北 , 简装 ,6, 板楼,17, 9个月以前发布,1700000.0,"19,001元/平",VR房源 房本满五年 随时看房 
华能路  电梯房 看房方便 新天地小区 经典一居室,兴业嘉苑新天地,七里河,1室1厅 ,50.95, 南 , 简装 ,11, 板楼,15, 一年前发布,800000.0,"15,702元/平",VR看装修 房本满五年 随时看房 
位置很好 随时看房 全天采光 有车位产权好位置,鲁能泰山7号,唐冶,3室2厅 ,95.46, 南 , 毛坯 ,31, 板楼,32, 2个月以前发布,1410000.0,"14,771元/平",VR看装修 房本满两年 随时看房 
新上北全福大三居 低单价有证 可贷款有小房急售,北全福小区西区,全福区,3室2厅 ,105.22, 南 北 , 其他 ,6, 板楼,0, 1个月以前发布,1350000.0,"12,831元/平",VR房源 房本满五年 随时看房 
业主急售，精装通透两室，证过两年，,万象新天北一区,王舍人,2室2厅 ,92.28, 南 , 精装 ,30, 板楼,2, 5个月以前发布,1170000.0,"12,679元/平",VR看装修 房本满两年 随时看房 
精装修 带家具家电 带地下室 证满两年,鲁商凤凰城,唐冶,3室2厅 ,144.29, 南 北 , 精装 ,31, 板楼,4, 6个月以前发布,2100000.0,"14,555元/平",VR看装修 房本满两年 随时看房 
次顶层，采光充足无遮挡，全明户型， 看房方便,锦绣泉城,七里河,2室1厅 ,108.65, 南 北 , 精装 ,12, 板楼,11, 3个月以前发布,1990000.0,"18,316元/平",VR看装修 房本满两年 随时看房 
业主急售，通透两室，家具电器全带，另有车位,万象新天哈佛郡,王舍人,2室2厅 ,91.36, 南 北 , 精装 ,33, 板塔结合,4, 5个月以前发布,1200000.0,"13,135元/平",VR看装修 房本满两年 随时看房 
山大五宿舍，大院传达，停车方便，素质小区,山大洪楼校区第五宿舍,七里河,2室2厅 ,85.61, 南 北 , 简装 ,6, 板楼,15, 一年前发布,1790000.0,"20,909元/平",VR看装修 房本满五年 
小高层！一梯两户！公摊16.5！房产证过两年！业主诚意,万象新天四区,王舍人,3室2厅 ,136.38, 南 北 , 精装 ,18, 板楼,11, 一年前发布,2200000.0,"16,132元/平",VR看装修 房本满两年 
