中铁汇苑 2室2厅 南,中铁汇苑,奥体中路,2室2厅 ,98.75, 南 , 简装 ,26, 板塔结合,37, 11个月以前发布,2000000.0,"20,254元/平",近地铁 VR看装修 房本满五年 随时看房 
诚意出售 户型方正 看房提前联系,新生活家园南区,国际会展中心,2室1厅 ,62.14, 北 , 其他 ,5, 塔楼,14, 8个月以前发布,1000000.0,"16,093元/平",VR房源 房本满五年 
未来城南向公寓出售 有地下室 高新万达旁,未来城,国际会展中心,1室1厅 ,47.87, 南 , 精装 ,17, 塔楼,1, 9个月以前发布,470000.0,"9,819元/平",VR房源 房本满五年 
未来城 南向 精装公寓  民用水电  业主急售 税费低,未来城,国际会展中心,1室1厅 ,48.1, 南 , 精装 ,18, 塔楼,1, 9个月以前发布,490000.0,"10,188元/平",VR房源 房本满两年 
宜住精装一居室  小区位置好  配套齐全 户型方正,未来城,国际会展中心,1室0厅 ,47.03, 北 , 精装 ,17, 塔楼,4, 一年前发布,440000.0,"9,356元/平",VR房源 房本满五年 
高新万达精装公寓  交通便利 好出租,高新万达广场,国际会展中心,1室0厅 ,57.08, 南 , 精装 ,28, 板楼,3, 5个月以前发布,520000.0,"9,111元/平",VR房源 房本满两年 
R2地铁口 南向采光好 复式 诚意出售价格可谈,凤凰SOHO,康虹路,1室1厅 ,38.22, 南 , 精装 ,19, 塔楼,10, 4个月以前发布,450000.0,"11,774元/平",VR房源 房本满两年 
奥体旁精装修公寓，有燃气，小区环境好，交通便利。,天业龙奥天街,汉峪,1室1厅 ,54.21, 南 , 精装 ,31, 塔楼,8, 一年前发布,770000.0,"14,205元/平",VR房源 房本满两年 
有双气 ，采光好 通风好 带装修,盛世花城公寓,国际会展中心,1室1厅 ,51.37, 南 , 精装 ,15, 塔楼,10, 一年前发布,510000.0,"9,928元/平",VR房源 房本满两年 
有双气 采光好 通风好 带装修,盛世花城公寓,国际会展中心,1室0厅 ,48.2, 北 , 精装 ,15, 塔楼,3, 4个月以前发布,410000.0,"8,507元/平",VR房源 房本满五年 
地段好，商*综合体，业主诚心卖，价格合适,高新万达广场,国际会展中心,1室0厅 ,57.05, 西 , 简装 ,27, 塔楼,0, 一年前发布,570000.0,"9,992元/平",VR房源 房本满两年 
置换急售！ 盛世花城公寓 采光楼层 民水民电 有天然气,盛世花城公寓,国际会展中心,1室0厅 ,48.2, 北 , 简装 ,15, 塔楼,22, 一年前发布,450000.0,"9,337元/平",VR房源 房本满五年 
雅居园小区 2室1厅 南,雅居园小区,齐鲁软件园,2室1厅 ,86.53, 南 , 简装 ,18, 板塔结合,2, 4个月以前发布,1800000.0,"20,803元/平",VR看装修 房本满五年 
着急卖！奥体东！经十路南！浪潮对过！有地铁！随时看,华创观礼中心,汉峪,1室1厅 ,36.13, 北 , 精装 ,33, 板楼,4, 3个月以前发布,450000.0,"12,456元/平",VR房源 房本满两年 
未来城，诚心出售，急售，价格可以谈。,未来城,国际会展中心,1室0厅 ,90.31, 南 西 , 简装 ,18, 塔楼,8, 6个月以前发布,720000.0,"7,973元/平",VR房源 房本满五年 
万达广场精装公寓  位置好 采光好 环境优美 随时看房,高新万达广场,国际会展中心,1室1厅 ,56.98, 东 , 精装 ,28, 板楼,0, 6个月以前发布,550000.0,"9,653元/平",VR房源 房本满两年 
70年产权，带电梯，楼层好，视野开阔，采光好,黄金时代,齐鲁软件园,1室1厅 ,46.09, 北 , 精装 ,7, 板塔结合,3, 10个月以前发布,790000.0,"17,141元/平",VR看装修 房本满两年 
此房户型方正，正规一室，位置好，交通便利,汇展香格里拉,国际会展中心,1室0厅 ,73.61, 北 , 精装 ,31, 塔楼,4, 5个月以前发布,550000.0,"7,472元/平",VR房源 房本满两年 
凤凰SOHO 精装LOFT 南向  带车位 家具家电 拎包入住,凤凰SOHO,康虹路,1室1厅 ,41.0, 南 , 精装 ,22, 塔楼,23, 一年前发布,550000.0,"13,415元/平",VR房源 房本满两年 
中铁财智中心 1室1厅 南,中铁财智中心,国际会展中心,1室1厅 ,91.71, 南 , 简装 ,18, 板塔结合,0, 4个月以前发布,950000.0,"10,359元/平",VR房源 房本满两年 
万达旁 未来城 精装地暖 合适好房 以租养贷 诚意出售,未来城,国际会展中心,1室1厅 ,47.03, 北 , 精装 ,17, 塔楼,31, 一年前发布,390000.0,"8,293元/平",VR看装修 房本满五年 
汉峪金谷旁，经十路北，舜泰广场旁，交通便利,万科金域国际,齐鲁软件园,2室2厅 ,80.23, 南 北 , 简装 ,30, 板楼,3, 8个月以前发布,1800000.0,"22,436元/平",VR看装修 房本满五年 
高新万达  汇展香格里拉 南向小户型  总价低  单价低,汇展香格里拉,国际会展中心,1室1厅 ,65.48, 南 , 简装 ,31, 塔楼,11, 一年前发布,520000.0,"7,942元/平",VR房源 房本满五年 
万达旁有暖气天然气，可贷款，住宅计算税费,汇展香格里拉,国际会展中心,1室0厅 ,61.1, 南 , 简装 ,31, 塔楼,7, 8个月以前发布,520000.0,"8,511元/平",VR房源 房本满五年 
高新万达北邻 盛世花城 精装修一居室 独立厨 卫,盛世花城公寓,国际会展中心,1室1厅 ,48.2, 北 , 简装 ,15, 塔楼,68, 一年前发布,400000.0,"8,299元/平",VR房源 房本满五年 
房子满五唯一  正对小区花园位置  采光无遮挡,海信慧园一区,康虹路,2室1厅 ,92.02, 南 , 精装 ,18, 板楼,12, 7个月以前发布,1620000.0,"17,605元/平",VR看装修 房本满五年 
汇展香格里拉 1室1厅 南,汇展香格里拉,国际会展中心,1室1厅 ,56.47, 南 , 精装 ,31, 塔楼,12, 3个月以前发布,600000.0,"10,626元/平",VR房源 房本满五年 
高新万达旁 明湖白鹭郡 一室出售 70年产权,明湖白鹭郡,康虹路,1室1厅 ,59.63, 西 , 简装 ,20, 塔楼,44, 一年前发布,860000.0,"14,423元/平",VR房源 房本满两年 
70年产权一居室，双气双开，高楼层，前期还款压力小,明湖白鹭郡,康虹路,1室1厅 ,59.63, 西 , 精装 ,20, 塔楼,16, 7个月以前发布,920000.0,"15,429元/平",VR看装修 房本满两年 
小户型！总价低精装修！看房方便，价格可谈,黄金时代,齐鲁软件园,1室1厅 ,48.52, 南 , 简装 ,7, 板塔结合,4, 一年前发布,960000.0,"19,786元/平",VR看装修 随时看房 
万达旁 明湖白鹭郡 精装两居 证满2年 中楼层 全天采光,明湖白鹭郡,康虹路,2室2厅 ,89.98, 东南 , 精装 ,20, 塔楼,13, 3个月以前发布,1360000.0,"15,115元/平",VR看装修 随时看房 
楼层好 房主诚心卖  看房方便  交通方便  高新万达,新生活家园南区,国际会展中心,2室1厅 ,85.0, 西 , 简装 ,28, 塔楼,10, 一年前发布,1260000.0,"14,824元/平",VR看装修 随时看房 
南北通透，单价1.6万，业主诚意卖，合适三室好房,鑫苑国际城市花园,国际会展中心,3室1厅 ,114.24, 南 北 , 其他 ,27, 塔楼,1, 3个月以前发布,1820000.0,"15,932元/平",VR看装修 随时看房 
经十路凤凰路旁 成熟社区 满2年有车位 诚意出售,龙园,齐鲁软件园,2室2厅 ,96.0, 南 , 毛坯 ,27, 板楼,17, 一年前发布,1720000.0,"17,917元/平",VR看装修 随时看房 
此房免高税，楼层好，采光好前面无遮挡，户型方正,茗筑美嘉,康虹路,2室2厅 ,96.33, 南 , 其他 ,24, 板楼,8, 1个月以前发布,1650000.0,"17,129元/平",VR房源 随时看房 
齐鲁软件园通透大三居，诚意出售,黄金时代,齐鲁软件园,3室2厅 ,164.53, 南 北 , 简装 ,11, 板楼,35, 2个月以前发布,2880000.0,"17,505元/平",VR看装修 随时看房 
全明户型+看房随时+诚心卖+随时约谈,茗筑美嘉,康虹路,1室2厅 ,69.14, 南 , 简装 ,18, 板楼,59, 一年前发布,1120000.0,"16,200元/平",VR看装修 随时看房 
康桥颐东，证过两年，精装修，视野开阔，采光好,康桥颐东,奥体中路,2室1厅 ,90.71, 南 , 精装 ,26, 板塔结合,4, 1个月以前发布,2100000.0,"23,151元/平",近地铁 VR看装修 随时看房 
满2年，中间楼层，采光好，带地下车位，看房方便,丰奥嘉园北区,奥体中路,2室2厅 ,100.15, 南 , 简装 ,25, 板楼,6, 2个月以前发布,1900000.0,"18,972元/平",近地铁 VR看装修 随时看房 
高新万达旁 鑫苑国际城市花园 中间楼层 诚心出售,鑫苑国际城市花园,国际会展中心,2室2厅 ,77.11, 南 北 , 精装 ,18, 板楼,1, 9个月以前发布,1350000.0,"17,508元/平",VR看装修 
齐鲁软件园旁 业主急售 随时看房 南北通透,雅居园小区,齐鲁软件园,3室2厅 ,134.0, 南 北 , 简装 ,18, 板塔结合,42, 一年前发布,3000000.0,"22,389元/平",VR看装修 随时看房 
雅居园小区 3室1厅 南,雅居园小区,齐鲁软件园,3室1厅 ,105.0, 南 , 简装 ,18, 板塔结合,0, 1个月以前发布,2600000.0,"24,762元/平",VR看装修 随时看房 
CBD北+丰奥嘉园南区大两室+R3地铁精装,丰奥嘉园南区,奥体中路,2室2厅 ,101.05, 南 , 精装 ,21, 板楼,67, 6个月以前发布,1780000.0,"17,616元/平",近地铁 VR看装修 随时看房 
免增值税 精装修 自住房 有车位 地下室 公摊小,国华印象,齐鲁软件园,4室1厅 ,190.0, 南 北 , 精装 ,17, 板楼,16, 3个月以前发布,5000000.0,"26,316元/平",VR看装修 随时看房 
省立东院 天然氧吧 三室 正满两年 诚意出售,康桥颐东,奥体中路,3室2厅 ,150.0, 南 , 简装 ,26, 板塔结合,3, 1个月以前发布,3780000.0,"25,200元/平",VR看装修 随时看房 
康桥颐东 中间楼层 证过两年 带车位和地下室 随时看房,康桥颐东,奥体中路,2室2厅 ,95.18, 南 北 , 毛坯 ,11, 板楼,113, 一年前发布,2550000.0,"26,792元/平",VR看装修 随时看房 
盛世花城 3室1厅 南,盛世花城,国际会展中心,3室1厅 ,142.18, 南 , 精装 ,16, 板楼,1, 1个月以前发布,2750000.0,"19,342元/平",VR看装修 随时看房 
黄金时代 多层一梯两户 南边通透 带地下室 安静舒适,黄金时代,齐鲁软件园,3室2厅 ,153.39, 南 北 , 简装 ,6, 板楼,2, 1个月以前发布,2940000.0,"19,167元/平",VR看装修 随时看房 
汇展香格里拉 1室1厅 北,汇展香格里拉,国际会展中心,1室1厅 ,73.55, 北 , 其他 ,31, 塔楼,0,23,690000.0,"9,382元/平",VR房源 随时看房 
高新汇展商圈 价格可谈，随时看房 诚意出售,汇展香格里拉,国际会展中心,1室1厅 ,56.47, 南 , 其他 ,31, 塔楼,0,17,600000.0,"10,626元/平",VR房源 随时看房 
南向！高楼层！采光视野好！住宅！满二！明湖白鹭郡,明湖白鹭郡,康虹路,1室1厅 ,49.36, 南 , 简装 ,20, 塔楼,3,20,870000.0,"17,626元/平",VR看装修 随时看房 
此房满五年，户型好，业主诚心出售，楼层好，配套齐全,雅居园小区,齐鲁软件园,2室2厅 ,89.85, 南 北 , 其他 ,18, 板塔结合,3,24,1690000.0,"18,810元/平",VR看装修 随时看房 
汇展香格里拉 2室2厅 南,汇展香格里拉,国际会展中心,2室2厅 ,85.34, 南 , 精装 ,27, 塔楼,0,2,880000.0,"10,312元/平",VR房源 房本满五年 
高新万达商圈，楼层合适，采光合适。,汇展香格里拉,国际会展中心,1室1厅 ,73.84, 北 南 , 其他 ,27, 塔楼,4,28,670000.0,"9,074元/平",VR房源 随时看房 
高新万达商圈，楼层合适采光合适。视野很棒,汇展香格里拉,国际会展中心,1室1厅 ,70.92, 北 , 其他 ,31, 塔楼,1,23,500000.0,"7,051元/平",VR房源 随时看房 
奥龙观邸精装大四室，带车位诚心出售，小区环境好,中海奥龙觀邸,汉峪,4室2厅 ,195.47, 南 , 精装 ,22, 板楼,11, 11个月以前发布,6400000.0,"32,742元/平",VR房源 
雅居园 三室两卫 过五唯一 南北通透,雅居园小区,齐鲁软件园,3室2厅 ,138.22, 南 北 , 精装 ,11, 塔楼,18, 一年前发布,3280000.0,"23,731元/平",VR看装修 
新东方花园三室朝阳一梯两户小高层,新东方花园,康虹路,3室1厅 ,98.9, 南 北 , 精装 ,12, 板楼,66, 一年前发布,2050000.0,"20,729元/平",VR看装修 
万达旁 花园复式洋房 带车位看房方便,未来城,国际会展中心,3室3厅 ,205.0, 南 , 精装 ,5, 板楼,12, 11个月以前发布,4300000.0,"20,976元/平",VR房源 
一居室住宅+ 多层电梯+ 看房方便+ 诚心出售户型通透,新生活家园南区,国际会展中心,1室1厅 ,60.31, 西北 , 精装 ,5, 塔楼,67, 一年前发布,782000.0,"12,967元/平",VR看装修 房本满五年 
国华印象 2室1厅 南,国华印象,齐鲁软件园,2室1厅 ,100.12, 南 , 精装 ,26, 板楼,1, 2个月以前发布,2360000.0,"23,572元/平",VR看装修 房本满两年 
汇展香格里拉，双气三线，上下楼方便,汇展香格里拉,国际会展中心,1室0厅 ,62.68, 北 , 简装 ,31, 塔楼,21, 一年前发布,520000.0,"8,297元/平",VR房源 房本满两年 
带电梯小户型住宅  满五唯一免双税,黄金时代,齐鲁软件园,1室0厅 ,46.09, 北 , 精装 ,7, 板塔结合,1, 11个月以前发布,850000.0,"18,443元/平",VR看装修 房本满五年 
总价低 纯住宅 南向采光好 视野好 精装修,明湖白鹭郡,康虹路,1室1厅 ,49.36, 南 , 精装 ,20, 塔楼,29, 2个月以前发布,840000.0,"17,018元/平",VR看装修 房本满两年 
户型好 精装修  诚意卖 带地下室,鑫苑国际城市花园,国际会展中心,2室2厅 ,76.83, 南 , 精装 ,18, 板楼,10, 8个月以前发布,1500000.0,"19,524元/平",VR看装修 房本满五年 
软件园西侧 不临街 南向小住宅,黄金时代,齐鲁软件园,1室1厅 ,46.81, 南 , 精装 ,7, 板塔结合,0, 2个月以前发布,900000.0,"19,227元/平",VR看装修 房本满五年 
正规两居 户型方正 免高税 自住装修 诚心出售,海信慧园一区,康虹路,2室1厅 ,90.04, 南 , 精装 ,27, 板楼,12, 3个月以前发布,1670000.0,"18,548元/平",VR房源 房本满五年 
高新万达旁 一居住宅带双气 房龄新 价格可谈精装修,明湖白鹭郡,康虹路,1室1厅 ,59.43, 东 , 精装 ,20, 塔楼,24, 10个月以前发布,860000.0,"14,471元/平",VR看装修 房本满两年 
高薪万达旁 一居室 总价低 正常首付,汇展香格里拉,国际会展中心,1室1厅 ,71.83, 北 , 简装 ,31, 塔楼,0, 一年前发布,570000.0,"7,936元/平",VR房源 房本满五年 
高新万达商圈 济南会展商圈 精装修 电梯房 总价低,新生活家园南区,国际会展中心,1室1厅 ,48.09, 南 北 , 精装 ,7, 塔楼,2, 3个月以前发布,720000.0,"14,972元/平",VR看装修 房本满两年 
高新万达旁，鑫苑国际，精装修，正规一室。,鑫苑国际城市花园,国际会展中心,1室1厅 ,55.58, 北 , 精装 ,18, 塔楼,122, 10个月以前发布,400000.0,"7,197元/平",VR房源 房本满五年 
高新万达广场 1室0厅 北,高新万达广场,国际会展中心,1室0厅 ,60.1, 北 , 精装 ,27, 塔楼,0, 3个月以前发布,600000.0,"9,984元/平",VR房源 房本满两年 
万达旁 南向好房 中楼层 全天采光 看房方便 诚意出售,理想新城,世纪大道,2室2厅 ,81.79, 南 , 简装 ,24, 塔楼,1, 1个月以前发布,630000.0,"7,703元/平",VR房源 房本满五年 
满五年 精装修 采光好全明户型 两梯四户 房主诚心出售,海信慧园东区,康虹路,2室1厅 ,91.48, 南 , 精装 ,18, 板楼,37, 9个月以前发布,1560000.0,"17,053元/平",VR看装修 房本满五年 
落地窗阳台 无抵押 全明户型 带地下室 未来城,未来城,国际会展中心,2室2厅 ,96.65, 南 北 , 精装 ,20, 塔楼,31, 8个月以前发布,1650000.0,"17,072元/平",VR看装修 房本满五年 
鑫苑国际城市花园 一室一厅一卫 民水民电 万达旁,鑫苑国际城市花园,国际会展中心,1室1厅 ,47.69, 北 , 其他 ,18, 塔楼,2, 9个月以前发布,400000.0,"8,388元/平",VR房源 房本满两年 
小户型 精装修 多变户型 住宅 总价低 房子满两年,小鸭集团宿舍,世纪大道,2室0厅 ,45.28, 南 , 精装 ,5, 板楼,40, 8个月以前发布,700000.0,"15,460元/平",VR看装修 房本满两年 
电梯小高层 精装 免高税 生活出行便利,雅居园小区,齐鲁软件园,2室2厅 ,89.85, 西 , 精装 ,18, 板塔结合,17, 7个月以前发布,1720000.0,"19,144元/平",VR看装修 房本满五年 
此房源满五年，低楼层，70年产权住宅，简单装修,黄金时代,齐鲁软件园,1室1厅 ,52.01, 南 , 简装 ,7, 板塔结合,4, 2个月以前发布,830000.0,"15,959元/平",VR看装修 房本满五年 
70年产权 精装 带电梯 证过两年 房主诚意出售,黄金时代,齐鲁软件园,1室1厅 ,46.49, 北 , 精装 ,7, 板塔结合,3, 10个月以前发布,900000.0,"19,360元/平",VR看装修 房本满五年 
万达旁 未来城 精装两室 免高税 户型方正 带地下室,未来城,国际会展中心,2室2厅 ,96.59, 南 , 精装 ,22, 板塔结合,15, 4个月以前发布,1650000.0,"17,083元/平",VR看装修 房本满两年 
中铁汇苑精装两室 带车位地下室 环境优美 看房方便,中铁汇苑,奥体中路,2室2厅 ,98.33, 南 , 精装 ,28, 板塔结合,25, 8个月以前发布,2220000.0,"22,578元/平",VR看装修 房本满两年 
鑫苑国际城市花园 1室2厅 北,鑫苑国际城市花园,国际会展中心,1室2厅 ,55.59, 北 , 精装 ,18, 塔楼,23, 11个月以前发布,380000.0,"6,836元/平",VR房源 房本满五年 
鑫苑国际城市花园急售精装修一室,鑫苑国际城市花园,国际会展中心,1室1厅 ,55.96, 东 , 其他 ,24, 塔楼,4, 6个月以前发布,1080000.0,"19,300元/平",VR看装修 房本满两年 
媛媛知心话：万科精装现房 带家具家电,万科麓公馆,齐鲁软件园,1室1厅 ,29.5, 南 , 精装 ,30, 板楼,0, 9个月以前发布,390000.0,"13,221元/平",VR房源 房本满两年 
高新 万达旁  产权清晰  看房方便  诚意出售,鑫苑国际城市花园,国际会展中心,2室1厅 ,76.95, 南 北 , 精装 ,18, 板楼,56, 8个月以前发布,1320000.0,"17,154元/平",VR看装修 房本满两年 
高新区万达广场北侧，民水民电南向公寓，看房随时约,盛世花城公寓,国际会展中心,1室1厅 ,51.37, 南 , 精装 ,15, 塔楼,21, 一年前发布,400000.0,"7,787元/平",VR房源 房本满五年 
精装修一室一厅 南向有地暖 屋况保养新 采光好,华创观礼中心,汉峪,1室1厅 ,55.04, 南 , 精装 ,33, 板楼,4, 3个月以前发布,720000.0,"13,082元/平",VR房源 房本满两年 
